"","part1id","age","total_mins_t1","total_mins_t2","cheated","hidden_words_RT_1","hidden_words_RT_2","hidden_words_RT_3","hidden_words_RT_4","hidden_words_RT_5","hidden_words_RT_6","hidden_words_RT_7","hidden_words_RT_8","hidden_words_RT_9","hidden_words_RT_10","StartDate_t1","expecting","estimateFirstTrial","estimateSeconds","satis_gen","satis_speed","satis_firstTrial","estimateVsReal","ins_hidden_words_RetriesQ","ins_hidden_words_RT","duration_t1","batch","hidden_words_RetriesQ1","hidden_words_RetriesQ2","hidden_words_RetriesQ3","hidden_words_RetriesQ4","hidden_words_RetriesQ5","hidden_words_RetriesQ6","hidden_words_RetriesQ7","hidden_words_RetriesQ8","hidden_words_RetriesQ9","hidden_words_RetriesQ10","FL_16_DO_FL_19","FL_16_DO_FL_20","FL_16_DO_FL_21","FL_16_DO_FL_22","realSeconds","Higher1","Higher2","Lower1","Lower2","allCompareCorrect","realFirstTrial","ResponseId","StartDate_t2","age_t2","memory","change","retrospectiveSC_1","retrospectiveSC_2","retrospectiveSC_3","retrospectiveSC_4","retrospectiveSC_5","retrospectiveSC_6","duration_t2","Finished","duplicated","total_qualtrics_min","inter_session_days","HWGsatis","HWGmeanRetries","countInfoItemsHigher","countInfoItemsLower","countInfoDiff","expectSatisDiff","total_secs_t1","female","bsi09_t1","bsi39_t1","rses_t1","cesd_t1","bsi.general_t1","bsi.Depression_t1","fscrsHS_t1","fscrsIS_t1","fscrsRS_t1","qIATSC_t1","qIATSE_t1","total_secs_t2","bsi09_t2","bsi39_t2","rses_t2","cesd_t2","bsi.general_t2","bsi.Depression_t2","fscrsHS_t2","fscrsIS_t2","fscrsRS_t2","qIATSC_t2","qIATSE_t2","total_time_min"
"27","135",22,64.4333333333333,23.8666666666667,FALSE,651139,168252,45053,250763,16808,65386,28434,156993,192712,15702,2018-06-04 12:52:21,60,70,40,30,50,71,4,1,17601,43.7333333333333,"lab",5,1,1,4,1,1,1,1,1,1,4,1,2,3,159.1242,3,1,4,2,TRUE,8,"R_8dGOpS8sxBYMmSl",2018-06-11 13:35:14,22,"הייתה מטלה שבה הייתי צריכה לגלות מילים שמסתתרות במילה השאלה הראשונה בה הייתה לי מאוד קשה ולקח לי הרבה זמן לפתור אותה. אני זוכרת שגם יצאתי החוצה לשאול את הנסיין מה קורה אם אני נתקעת והייתי מיואשת. אח""כ המטלה זרמה. הייתה עוד מטלה שבה קישרו קבוצות מילים לצדדים ימין ושמאל. היו שם מילים המתארות חוסר בטחון מול מילים המתארות מציאות. הבנתי שמהירות התגובה שלי במטלות הללו מעידה על פן רגשי מסוים (העדפה מסוימת)","הייתי לא מתייאשת ויוצאת לבדוק עם הנסיין מה ניתן לעשות כשנתקעים בשאלה ה1 במטלת  מילים מסתתרות. הייתי מנסה לחשוב יותר פשוט או פשוט להיות סבלנית ולחכות עד שהתשובה קופצת לעין",80,59,68,1,2,60,5.15,TRUE,FALSE,48.8833333333333,7.02978009259259,50.3333333333333,1.7,2,3,1,9.66666666666666,1242,"1",0,0,2.7,8,0.150943396226415,0,0,1.66666666666667,2.125,0.344661307513512,0.607411916286056,1123,0,0,2.8,4,0.226415094339623,0.166666666666667,0,1.22222222222222,3.25,-0.352703154784485,0.184313800062349,88.3
"28","136",25,39.7166666666667,38.6,FALSE,166993,51794,53382,51815,188911,32294,73925,116504,30053,22004,2018-06-04 13:57:30,76,48,15,68,68,77,3,1,26637,19.1666666666667,"lab",2,1,1,1,1,1,1,3,1,1,2,1,4,3,78.7675,2,2,2,2,TRUE,8,"R_3qdji6i9zXGvu4u",2018-06-11 11:42:01,25,"בתחילה ציפיתי שהמטלה תהיה פשוטה, אך כבר במשפט הראשון התקשיתי למצוא את המילה ולקח לי זמן עד שהבנתי מה היא. הרגשתי תחושה לא כל כך טובה כי ציפיתי מעצמי ליותר ברמת הביצוע. בשאר המשפטים הצלחתי למצוא את המילה בקלות יותר ובפחוות זמן. במשפטים אלו הרגשתי תחושה טובה ואף הייתי גאה בעצמי שהצלחתי לזהות את המילה במהירות זו. במהלך המטלה היו משפטים נוספים בהם התקשיתי למצוא את המילה ואף חשבתי שכלל לא אצליח במשפט זה ותחושה של חוסר אונים ליוותה אותי. באותו רגע שנפל לי האסימון וזיהיתי את המילה הרגשתי כבר יותר טוב.
","אני לא חושבת שהייתי משנה דבר. ניסיתי לבצע את המטלה בצורה הטובה ביותר שיכולתי",67,67,63,57,48,41,21.45,TRUE,FALSE,40.6166666666667,6.90591435185185,71,1.3,2,2,0,5,1233,"1",0,1,1.3,34,1.30188679245283,1.5,0.6,1.88888888888889,0.75,0.855399636139445,0.313875232278684,1029,0,1,1.4,29,0.69811320754717,0.833333333333333,0.2,1.44444444444444,1.25,0.542721355544522,-0.307532165137528,78.3166666666667
"29","137",25,47.6833333333333,46.7666666666667,FALSE,14207,20903,65706,20394,247671,13229,6974,32119,85463,103306,2018-06-04 14:10:31,40,30,15,50,50,48,3,1,13310,19.1333333333333,"lab",1,1,2,1,5,1,1,1,2,1,4,3,1,2,60.9972,7,7,7,10,FALSE,7,"R_3lJFxoZtSnOhZQ3",2018-06-11 12:20:19,25,"לפי הזכור לי, בחלקו הראשון של המחקר, התבקשתי למצוא מילה נרדפת למילה שקיבלתי בתוך משפט, תוך ידיעה שהמטלה נמדדת בזמן. כמובן שמיד התעורר פן תחרותי שגרם לי לרצות למצוא את המילה הנכונה ללא טעויות ובזמן סביר. 
לאחר מכן בוצעה השוואה בין מתמודד שביצע את המטלה בזמנים פחות טובים לבין אחד שביצע אותם בזמנים טובים יותר משלי. כשהוצג בפני המתמודד עם זמניפ פחות טובים במטלה, ביקשתי לראות את כל תוצאותיו מתוך מחשבה שאולי יש צד אחר בו הוא בכל זאת יותר טוב. ככל השהחלק הראשון התקדם הבנתי שמספיקות לי 6 תוצאות כדי לקבל ניחוש סביר למי יותר טוב במטלה. בתפיסה האישית שלי, תוצאות של משחק או מטלה אינן מעידות על מישהו שהוא בהכרח יותר טוב בתחום, אך מכיוון ששמתי לב באיחור שהוגדר לי מיהו הפותר הטוב יותר, הסתפקתי ב6 תשובות.
לא הרגשתי רגשות אכזבה בזמן שבו הוצגו לי 2 אנשים נוספים שפתרו כביכול את המטלה, אבל דווקא במהלך התרגול כן ציפיתי מעצמי ליותר.

לאחר מכן אם זכור לי נכון התבקשתי לענות על שאלות לגבי עצמי, דבר שהוא לא קל בעיני כי האישיות שלי ושל כולנו היא מורכבת מאוד, יש חלקים בעצמי שאני אוהבת ויש חלקים שפחות, שהייתי רוצה לשפר. 

בחלק השני של חלקו הראשון של המחקר, אם התבקשתי ללחוץ מהר על מקשים שמאפיינים 2 טיפוסים של אנשים, ומשפטים שהם שקר או אמת. אחד הטיפוסים היה בעל אופי פסימי יותר, שאינו מעריך את עצמו. הטיפוס השני נדמה היה שמרוצה מאוד מחיי והישגיו. חלק זה של המשחק שוב עורר הרגשה של תחרותיות ורצון להצליח לענות על כמה שיותר תשובות נכונות. דווקא בחלק זה התמקדתי יותר בפן הטכני של המשחק, אבל כן לא היה אפשר להתעלם מן הניגיודיות של שני הטיפוסים שהוצגו. אני זוכרת שהדבר היחיד שעלה לי בראש במהלך המשחק הוא שבעיני, שוב, כולנו מורכבים משני הטיפוסים האלה ואף נוטים יותר לכיוון הטיפוס הפסימי. משהו בי מאוד רצה להיות זו שאומרת ומרגישה את המשפטים של הטיפוס שמרוצה מעצמו באופן מוחלט.

לאחר חלק זה שוב זכור לי משפטים הבוחנים את שביעות רצוני מעצמי ומחיי. ייתכן והיה משחק נוסף, אך איני זוכרת.
החלקים בהם יש שאלות אופי , הם חלקים מאוד מעניינים מכיוון שמאוד רציתי לענות את התשובה האידילית, וגם הם גורמים לי קצת לבחוש בעצמי. עם זאת, עם הבנה מלאה שכולם מורכבים ולכולם יש חלקים שהם פחות מרוצים או יותר מרוצים מעצמם, יכלתי לענות בלי להתבייש את מה שאני מרגישה.
יצאתי מהניסוי בהרגשה שכולם הרגישו כמוני, אבל לא היו רוצים נניח לבצע את הניסוי מול מישהו או קבוצה.","הייתה שאלה אחת שחשבתי שכבר לא אצליח לענות עליה, אז התחלתי להזין תשובות שאינן הגיוניות כך שאולי אקלע..את זה הייתי משנה והייתי אולי מנסה לחשוב שוב לעומק עד שאמצא תשובה ולהאמין בעצמי שאצליח למצוא אותה.",60,21,29,22,1,7,25.8833333333333,TRUE,FALSE,45.0166666666667,6.92347222222222,49.3333333333333,1.6,7,8.5,1.5,-9.33333333333334,1713,"1",0,0,2.2,16,1,1.5,0,0.888888888888889,2.875,-0.990466596688752,0.226463416276591,1253,0,0,2.1,27,1.0377358490566,1.66666666666667,0.4,1.77777777777778,2,-0.311491596493522,0.228494207405399,94.45
"30","138",24,79.8,28.7166666666667,FALSE,47318,34969,28335,145339,196830,9468,60210,316020,337946,260572,2018-06-04 14:38:38,95,99,10,23,19,25,2,1,37195,50.85,"lab",1,1,1,1,3,1,1,7,6,3,1,3,2,4,143.7007,1,1,1,1,TRUE,6,"R_3fl9gqnu8n5I45P",2018-06-11 12:26:47,24,"היו משפטים שבהם היו מוחבאות מילים. היה רמז לכל מילה שהייתה.
אני זוכרת שחשבתי שיהיה קל אך לא היה פשוט בכלל ולעיתים לקח לי המון זמן למצוא את המילה.","היה רמז שלא ידעתי את משמעות המילה וניחשתי כמה פעמים, בדיעבד הייתי שואלת את המדריך לפני.",96,100,59,24,18,35,4.26666666666667,TRUE,FALSE,55.1166666666667,6.9084375,22.3333333333333,2.5,1,1,0,72.6666666666667,1737,"1",0,0,1.6,12,0.622641509433962,0.666666666666667,0.2,1,1.5,-0.674382349590338,1.15406169568874,1467,0,0,1.8,8,0.943396226415094,0.666666666666667,0.4,1.66666666666667,2.625,-0.672410476535096,0.929363113043989,108.516666666667
"31","139",26,35.7,25.85,FALSE,13197,33816,21280,52680,300564,25153,71167,9199,15463,13685,2018-06-04 15:00:02,50,81,20,81,50,70,4,1,17297,14.45,"lab",1,1,1,1,6,1,1,1,1,1,3,2,1,4,55.6204,2,2,1,1,TRUE,9,"R_1DUyfg1tWGufTHQ",2018-06-11 13:34:31,26,"במטלה שניתנה בשבוע שעבר נתבקשתי לשחק במשחק הכולל מציאת מילים מוחבאות. הרגשתי שברוב המשחק הלך לי טוב והצלחתי למצוא את המילים זמן מהיר, מלבד משלב אחד בו ממש התקשתי. עשיתי כמה נסיונות וחשתי תסכול רב על זה שלא הצלחתי.  לאחר מכן התבקשנו להשוות את התוצאות שלנו מול תוצאות של אחרים ועפ""י ההשוואה להחליט מי הגיע למיקום גבוה יותר במשחק. כשראיתי שהיו 2 שחקנים שעקפו אותי קצת התבאסתי, כי כן הרגשתי שהייתי טובה ושתיקתקתי את המשימות. אם אני לא טועה החלטתי על שני שחקנים שהצליחו יותר ממני וזו לא הייתה החלטה פשוטה בכלל.  בנוסף הייתה מטלה של סיווג תאורים וסיווג אמירות לאמת ושקר. התיאורים כללו שני טיפוסים- אחד עם גישה חיובית כלפי עצמו והשני עם גישה שלילית. לאחר מכן עניתי על מספר שאלונים בנושאים של תפיסה עצמית.","בידעבד הייתי לוקחת פחות קשה את זה שאנשים אחרים קיבלו תוצאות יותר גבוהות ממני ושמחה על ההישגים שלי.",95,71,74,81,0,10,5.91666666666667,TRUE,FALSE,20.3666666666667,6.94061342592593,67,1.5,2,1,-1,-17,1275,"1",0,0,2.1,10,0.471698113207547,0.833333333333333,0.4,1.33333333333333,2.875,-0.649025597130327,0.635172855043993,1196,0,0,1.9,11,0.622641509433962,1,0.2,1.11111111111111,2.75,-0.19441819432227,0.413585453620587,61.55
"32","140",24,66.7,60.0666666666667,FALSE,286828,226914,23774,10234,10832,8456,207027,627183,568772,49478,2018-06-06 10:19:40,91,50,15,20,3,40,3,1,18268,40.9,"lab",4,1,1,1,1,1,1,1,3,2,4,3,1,2,201.9498,3,3,3,3,TRUE,7,"R_3EF5jny0PE5j9Gk",2018-06-13 11:53:43,24,"החלק הראשון של המחקר כלל קריאת משפטים שמתוכם הייתי צריכה לזהות איזה מילה מסתתרת במשפט.
קיבלתי שדה סמנטי או מילה נרדפת והייתי צריכה לגלות את המילה הרצויה. היא היתה כתובה מימין לשמאל ובצורה רציפה.
אני זוכרת שהדוגמה היתה אץ אורן, ושבהמשך היו משפטים שונים כמו על ברק אובמה ועל סימני פיסוק בשפה העברית.
לפני תחילת המענה, נישאלתי על מהירות המענה שלי וכן על כמות המילים שאצליח לנחש בפעם הראשונה - חשבתי שאני מסוגלת ליותר אולם התאכזבתי במקצת מן הביצועים שלי..
לאחר הניסוי הוצג לי ניקוד של משתתפים נוספים והצטרכתי להשוות את עצמי אליהם. התבקשתי להסתפק במספר הקטן ביותר של הנתונים אף בכל זאת לענות תשובה וודאית. לצורך כל השוואה בחרתי ב 3 דוגמאות שלעניות דעתי זו כמות נתונים מספיקה בכדי לקבוע בוודאות איפה אני עומדת ביחס לאותו מועמד.


בחלק השני של הניסוי היה שאלון עם 30 שאלות בערך שבו הוצגו לי היגדים שונים והייתי צריכה לרשום כמה אני מסכימה או מסתייגת מאותו היגד.
זה היה חלק פשוט ומהיר יחסית. 


החלק האחרון של הניסוי כלל שימוש בשני לחצני המקלדת E ו- I ובעזרתם למיין משפטים שונים.
בתחילה מיינתי משפטים לקטוגוריית אמת ושקר. בקטגוריית האמת היו משפטים כגון ""אני ממיינת משפטים"" , ""ידי על המקלדת"",  ""אני משתתפת בניסוי בפסיכולוגיה"" וכדומה. קטגוריית השקר כללה משפטים כגון ""אני קונה מוצרים במכולת השכונתית"" ,  ""אני מטפסת על הרים"",  ""אני בחוף הים"" וכיוב'.
בכל פעם שהוצג לי משפט מקטגוריית אמת התבקשתי ללחות על אחד הכפתורים (E,I)  ובכל פעם שהוצג לי משפט מקטגוריית השקר לחצתי על הכפתור השני.
לאחר מכן, באותו האופן הוצגו לי שני סוגים שונים של טיפוסים - טיפוס 1 וטיפוס 2. אחד הטיפוסים היה טיפוס חיובי שמאוד מעריך את עצמו וחושב שזה לא נורא לחוות מצבי רוח שונים בימים שונים ואוהב את עצמו כמו שהוא בכל יום, ואילו הטיפוס השני חושב שהוא כישלון ושאחרים טובים יותר ממנו והוא חש שבימים מסויימים הוא אוהב את עצמו יותר מאשר בימים אחרים, שבהם הוא חש תסכול ותחושת אכזבה.
גם בחלק הזה מיינתי על ידי שימוש במקלדת את המשפטים לפי קטגוריית טיפוס 1 וטיפוס 2.
לאחר מכן, הניסוי שילב את שתי הקטגוריות - 4 סוגים של מצבים - אמת, שקר, טיפוס 1 וטיפוס 2. ברגע שהוצג לי טיפוס 1 / אמת (למשל) לחצתי על אחד הכפתורים וברגע שהוצג לי טיפוס 2 / שקר לחצתי על הכפתור השני.
התבקשתי ללחוץ מהר ככל שניתן ובו בעת לבצע מספר מינימלי של טעויות.


אני חושבת שבחלק הראשון של הניסוי הייתי צריכה להעריך את עצמי והניסוי בחן האם ההערכה שלי כלפי עצמי משתנה כאשר אני לא משיגה את מה שאני מצפה מעצמי.
החלק השני של הניסוי היה שאלון - עבורכם כדי להכיר אותי טוב יותר ואולי כדי לסווג אותי לטיפוס 1 / טיפוס 2.
והחלק השלישי של הניסוי בחן את הקורולציה בים משפטי אמת לטיפוס 1  ובין משפטי שקר לטיפוס 2. לפי דעתי בחנתם איפה הקורלציה גבוהה יותר, (כלומר איפה טעיתי הכי פחות בסיווג לקטגוריות), ולפיכך אתם מגבשים דעה האם אני מתחברת יותר לטיפוס 1 או לטיפוס 2. 

הניסוי היה נחמד אך קצת מטריד שמצלמים אותי תוך כדי ביצוע. אני תמיד שמחה לקחת חלק בניסויים ולתרום למחקרים.
אשמח לדעת האם התובנות שהגעתי אליהן נכונות.","לא הייתי משנה דבר.
התייחסתי ברצינות לניסוי ועניתי תשובות כנות ואמיתיות.",99,95,7,8,2,50,39.6,TRUE,FALSE,80.5,7.0653125,21,1.6,3,3,0,70,1548,"1",0,0,2.7,5,0.207547169811321,0.333333333333333,0,1,3.5,-0.0982476880456008,0.0571127087990154,1228,0,0,2.8,9,0.0754716981132075,0,0,0.555555555555556,4,-0.469425952920748,0.276426636051261,126.766666666667
"33","141",25,48.7166666666667,36.05,FALSE,22108,13303,67441,120831,5539,100290,135419,128501,41576,92499,2018-06-06 10:19:58,91,81,60,94,89,98,4,1,142219,24.0666666666667,"lab",1,1,1,1,1,1,3,2,1,1,2,3,4,1,72.7507,6,3,4,3,TRUE,8,"R_ST4t3yFqPHKsxXP",2018-06-13 10:14:36,25,"שבוע שעבר השתתפתי במחקר. בחלקו הראשון ניתנו לי משפטים ארוכים. בכל משפט הסתתרה מילה בהתאם להגדרה שהופיעה בתחתית המשפט. אחרי משפט ניסיון הייתי צריך למלא הערכה לגבי היכולת שלי להצליח במשפטים האמיתיים. הייתי צריך להעריך כמה זמן ייקח לי בממוצע למצוא את המילה המסתתרת בכל משפט, בכמה תרגילים אני אצליח בכללי ובכמה תרגילים אני אצליח בניסיון הראשון. אחרי המילוי התחילו התרגילים. אני ציפיתי להגדרות קלות כי שניתנו בדוגמה אולם בפועל ההגדרות היו יותר מורכבת. ההגדרות הפתיעו אותי אבל לא גרמו לי לפקפק בעצמי. כמו כן אמרתי לעצמי שהערכות שמילאתי היו בהתאם להגדרות קלות ולכן אם אני אטעה יותר ממה שחשבתי או לאט יותר ממה שחשבתי, אני אקבל את זה. במהלך התרגיל ניסיתי לענות מהר ככל שניתן וציפיתי להצליח בצורה טובה. ניסיתי לא להיכנס ללחץ כאשר לא הצלחתי למצוא את המילה. כאשר הסתבכתי במציאת המילה עבדתי בצורה שיטתית - לעבור מילה מילה בצורה איטית. 
המשחק אתגר אותי וגרם לי הנאה. בנוסף אני חושב שעמדתי ביעדים שהצבתי לעצמי והם אלו שגרמו לי לנסות לפתור את התרגילים בצורה הטובה ביותר. הרגשתי שאני פותר את התרגילים בצורה טובה.","היו מספר שאלות שהלכתי על תשובה שלא הייתי בטוח בה לגמרי וזה בגלל שבהערכה לפני הרשתי לעצמי לטעות פעם או פעמיים, אז כשהגעתי לפתור הסכמתי לעצמי לקחת סיכון ולבחור מילה שאני לא בטוח בה. יכול להיות שהייתי צריך לקחת עוד כמה שניות כדי למצוא תשובה טובה יותר ולחסוך לעצמי את הטעות.",94,9,11,3,1,5,17.1,TRUE,FALSE,41.1666666666667,6.99627314814815,93.6666666666667,1.3,4.5,3.5,-1,-2.66666666666667,1479,"0",0,0,1.7,14,0.886792452830189,0.666666666666667,0.4,3.22222222222222,2.75,-0.16857373604659,-0.114436233063416,1137,0,1,1.5,17,0.886792452830189,1.16666666666667,0.6,2.55555555555556,2.75,-0.267750645815305,0.371524825748481,84.7666666666667
"34","142",22,74.3833333333333,63.05,FALSE,364534,31470,225328,152176,11587,152715,101633,107759,152250,98447,2018-06-06 11:15:25,70,59,14,24,10,18,1,1,20968,51.35,"lab",12,1,7,7,1,7,4,7,10,7,4,1,3,2,139.7899,3,1,1,1,TRUE,2,"R_UVBKEyD0Q3VrKCt",2018-06-13 10:14:21,22,"במטלה התבקשתי למצוא מילה מתוך משפט, המשפט והמילה לא היו קשורים אחד לשני אבל ניתן רמז כדי לזכור את המילה. המילה הופיע בתוך מילה אחרת או בצרוף אותיות של תי מילים סמוכות. התבצעו כ 10 חידות. לכל חידה ניתן לפתור אותה ב10 נסיונות כאשר בנסיון השישי ניתן לך רמז של אות ראשונה בנסיון השבעי אות שניה וכן הלאה עד שמצאתי את המילה הנכונה. לפני הניסוי נשאלתי איך אנני חושבת שאצליח בניסוי ומה מידת הסיפוק שלי או הגאווה במידה ואצליח. במהלך הנסוי חשבתי שלא הייתי קרובה בכלל בן מה שחשבתי שאצליח לבן מה שהצלחתי בפועל. זה קצת אכזב אותי. היו חידות שבאמת היו מאתגרות והצלחתי אותם רק לאחר מתן הרמז או הרמזים. חשתי הקלה כאשר עניתי על החידה נכונה והמשכתי הלאה.","הייתי אולי משנה את ההצפייה שלי מעצמי -להיות ראלית יותר.  כי אולי ציפתי להצליח יותר מידי  (אולי זה היה בגלל שהדוגמא הראשונה היתה קלה ושאר החידות בניסוי יחסית אליה היו קשות.",74,97,3,3,6,60,39.55,TRUE,FALSE,90.9,6.95759259259259,17.3333333333333,6.3,2,1,-1,52.6666666666667,1382,"1",1,1,2.5,11,0.433962264150943,0.833333333333333,0.2,0.555555555555556,2.875,-0.982942130575117,0.971394285267678,1410,0,0,2.7,7,0.433962264150943,0.5,0.6,0.333333333333333,3.75,-0.0818434697363547,0.837598994895849,137.433333333333
"35","144",21,51.4,26.8666666666667,FALSE,66463,54690,106498,9873,173462,25804,102852,6284,449475,381099,2018-06-06 13:59:41,85,39,60,56,54,65,3,1,26451,29.6833333333333,"lab",1,1,1,1,3,1,2,1,5,3,4,1,2,3,137.65,3,5,5,4,TRUE,6,"R_1IJYqPQUpKVTQfi",2018-06-13 11:53:57,21,"בהתחלה התבקשתי למצוא מילה שמסתתרת בתוך משפט לפי מילת רמז שנתנה לי שאמורה להוביל אותי למילה המוסתרת. היו 10 משפטי כאלה. לפני המטלה הייתי צריכה לציין כמה זמן אני חושבת שייקח לי למצוא את המילה וכתבתי 60 שניות אבל בפועל זה לקח הרבה יותר זמן וזה לא היה פשוט כמו שחשבתי שיהיה. אחר כך בצעתי מטלת סיווג לקבוצו כשכל פעם ניתנו לי משפטים שמתאימים לקטגוריה אחרת. היה למשל טשקר ואממת, טיפוס 1 2 3 4. מידי פעם הייתי צריכה לסוג רק בין שקר לאמת או רק בין טיפוס 1 ל2 או 3 ל4 אבל מידי פעם גם בין טיפוס ואמת לטיפוס אחר ושקר וזה היה קצת יותר מסובך.","לא נראה לי שאפשר לשנות משהו, פשוט צריך למצוא את המילה",81,66,30,0,0,16,9.96666666666667,TRUE,FALSE,39.65,6.91268518518519,58.3333333333333,1.9,4,4.5,0.5,26.6666666666667,1303,"1",0,0,2.5,12,0.622641509433962,0.666666666666667,0.2,1.44444444444444,2,-0.566429047522339,0.362701972936671,1014,0,0,2.7,5,0.283018867924528,0.166666666666667,0.2,0.777777777777778,3.125,-0.015437529659975,0.391734626758289,78.2666666666667
"36","145",26,54.5666666666667,27.35,FALSE,316356,13089,11612,15519,129030,8629,179420,62259,14723,6173,2018-06-07 11:45:21,65,53,15,6,6,10,4,1,21251,32.9166666666667,"lab",10,1,1,1,7,1,10,4,3,1,3,2,1,4,75.681,2,1,1,2,TRUE,5,"R_b2BbNbQk1tZnv4R",2018-06-14 11:54:19,26,"בהתחלה בעת קריאת ההוראות זה היה נראה מטלה פשוטה יחסית אבל כבר כשהגיעה הדוגמא זה היה קשה, גם המטלה עצמה הייתה מאוד קשה הרגשתי קצת בושה שאני לא יודעת מילים נרדפות לרמזים שעלו בכל שאלה והרגשתי שלקח לי הרבה זמן להגיע לפיתרון, חשבתי לעצמי שבטח מישהו אחר מצליח יותר טוב וזה ביאס אותי כי אני רגילה להיות טובה ותחרותית במשחקים. בשלב מסויים כשזה נהיה לי ממש קשה כבר סתם ניחשתי כדי שיתנו לי עוד רמזים. הכי זכור לי זה תחושת ביאוס שאני לא מצליחה לפתור את זה לבד, כהצלחתי על הניסיון הראשון הרגשתי מאוד גאה ושמחה וזה עודד אותי להמשך אבל כשהשאלה הבאה שוב הייתה קשה חזרה תחושת תסכול.","אני חושבת שהייתי מאוד רגועה לאני לא חושבת שההתנהגות שלי השפיעה על התצאה היא הייתה נשארת אותו הדבר ככה או ככה",89,81,47,53,1,51,8.81666666666667,TRUE,FALSE,41.7333333333333,7.00622685185185,7.33333333333333,3.9,1.5,1.5,0,57.6666666666667,1299,"1",0,0,2.4,16,0.471698113207547,0.666666666666667,0,1.22222222222222,3.25,-0.577965018924065,0.687366070218299,1112,0,0,2.6,10,0.377358490566038,0.5,0.2,0.777777777777778,3.125,-0.366263540284691,0.756089918900231,81.9166666666667
"37","146",25,54.3,21.45,FALSE,107371,15787,60163,7348,38549,29970,225208,13889,90334,16609,2018-06-07 11:45:38,91,71,25,78,72,81,6,1,14743,34.2833333333333,"lab",2,1,2,1,1,1,1,1,1,1,1,4,2,3,60.5228,3,3,4,3,TRUE,8,"R_1mCTHPzCuAZQVFk",2018-06-14 12:55:02,25,"בחלק הראשון התבקשתי למיין משפטים על המסך לפי שקר או אמת ולהתאים משפטים מסגנון מסויים לשני סוגים של בני אדם, בתחילה כל משימה בנפרד ולבסוף שולבו כל האלמנטים יחד למשימה אחת, לפני כן התנסיתי במספר חידות על זמן, לא התעוררו בי תחושות מיוחדות למעט מעט תחרותיות.","לא הייתי משנה דבר פעלתי בצורה הכי טובה שיכולתי",86,35,0,0,0,0,4.93333333333333,TRUE,FALSE,39.2166666666667,7.04819444444444,77,1.2,3,3.5,0.5,14,1201,"0",0,0,2.5,4,0.207547169811321,0.166666666666667,1.8,0.777777777777778,2.875,0.112962990321335,0.0854551418334779,991,0,0,2.7,3,0.113207547169811,0,0,0.333333333333333,2.875,-0.268593716466616,0.607567183814313,75.75
"38","147",25,66.8166666666667,26.4333333333333,FALSE,12110,134823,11630,63712,18979,593488,13366,76382,58255,116852,2018-06-07 12:41:40,71,60,10,30,29,39,2,1,20953,42.0833333333333,"lab",1,2,1,1,1,7,1,7,1,7,2,1,3,4,109.9597,3,1,3,2,TRUE,6,"R_1LkAfuLgWe4qIUW",2018-06-14 12:54:22,25,"בשבוע שעבר נתבקשתי לקרוא משפטים וקיבלתי מילות רמז. הייתי צריך למצוא את המילה שקשורה למילת הרמז - בדרך כלל מילה נרדפת, במשפט ולרשום אותה. המילה הופיעה במשפט בצורה שיכולה להיות בשתי מילים ביחד אבל תמיד הייתה ברצף. אחרי כמה טעויות קיבלתי רמז נוסף. היו מילים שנתקעתי עליהן הרבה זמן וזה גרם לי לתסכול.","הייתי מנסה למצוא את המילה בתוך המשפט במקום לנסות יותר מדי זמן לגלות מהי המילה הנרדפת.",72,70,29,28,2,71,5.85,TRUE,FALSE,47.9333333333333,7.00881944444444,32.6666666666667,2.9,2,2.5,0.5,38.3333333333333,1484,"0",0,0,2.1,22,0.566037735849057,1,0,1.55555555555556,2.5,0.061460782663633,0.39134356821427,1235,0,0,2.1,22,0.566037735849057,1.16666666666667,0,1.33333333333333,2.25,-0.340372188205889,0.16746972302836,93.25
"39","148",27,78.3666666666667,36,FALSE,167043,37117,38697,50144,64027,76373,6849,342074,168549,5192,2018-06-07 12:42:01,33,9,60,81,71,91,7,2,83313,53.1333333333333,"lab",1,1,1,1,1,1,1,7,1,1,4,2,1,3,95.6065,4,5,5,4,TRUE,9,"R_2foNWlMhAKG7b4R",2018-06-14 13:22:42,27,"ביצעתי את מבחן המילים המסתתרות, בו קיבלתי משפט + מילה, והייתי צריך למצוא מילה נרדפת למילה שקיבלתי המסתתרת במשפט (לעתים אותיות מתוך 2 מילים עוקבות).
לאחר מכן מילאתי מספר שאלונים.
עברתי מספר מטלות, בהן היו היגדים הקשורים לביקורת העצמית שלי והיגדי אמת\שקר הקשורים למצב ההווה (יושב מול מחשב ועובר ניסוי). בוריאציות שונות הייתי צריך להחליט האם היגד שמופיע כעת במסך הוא ביקורת עצמית/לא ביקורתי או אמת/שקר.","לא הייתי משנה דבר",0,15,2,5,0,9,12.5833333333333,TRUE,FALSE,65.7166666666667,7.02825231481481,81,1.6,4.5,4.5,0,-48,1514,"0",0,0,2.7,9,0.490566037735849,0.333333333333333,0.4,1.66666666666667,3.25,-0.897508294309014,0.51147988301186,1405,0,2,2.6,9,0.377358490566038,0.5,0.4,1.55555555555556,3.125,-0.435525991671674,0.193452966318747,114.366666666667
