session_id	 user_id	 study_name	 session_date	 session_status	 creation_date	 last_update_date	  previous_session_id	 previous_session_schema	 referrer	  study_url	 user_agent
10482663	-1	pinus.ybalab.sc.b1	24Apr2018 08:05:25	C	24Apr2018 07:43:26	24Apr2018 08:05:25	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36
10489630	-1	pinus.ybalab.sc.b1	26Apr2018 14:03:56	null	26Apr2018 14:03:56	NULL 	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.117 Safari/537.36
10493439	-1	pinus.ybalab.sc.b1	28Apr2018 07:37:11	C	28Apr2018 07:10:13	28Apr2018 07:37:11	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36
10494853	-1	pinus.ybalab.sc.b1	29Apr2018 10:27:02	C	29Apr2018 09:56:14	29Apr2018 10:27:02	10477279	r	https://bgupsych.eu.qualtrics.com/jfe/form/SV_4VAEAQKp2mndd8V	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36
10499385	-1	pinus.ybalab.sc.b1	01May2018 02:50:04	C	01May2018 02:28:14	01May2018 02:50:04	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10499387	-1	pinus.ybalab.sc.b1	01May2018 02:55:06	C	01May2018 02:31:15	01May2018 02:55:06	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36
10499907	-1	pinus.ybalab.sc.b1	01May2018 10:54:23	C	01May2018 10:26:31	01May2018 10:54:23	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10502013	-1	pinus.ybalab.sc.b1	02May2018 06:06:47	C	02May2018 05:39:34	02May2018 06:06:47	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10502026	-1	pinus.ybalab.sc.b1	02May2018 06:19:01	null	02May2018 06:19:01	NULL 	10502013	r	https://bgupsych.eu.qualtrics.com/jfe/form/SV_4VAEAQKp2mndd8V	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10506164	-1	pinus.ybalab.sc.b1	03May2018 19:09:05	null	03May2018 19:09:05	NULL 	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10506168	-1	pinus.ybalab.sc.b1	03May2018 19:13:15	null	03May2018 19:13:15	NULL 	10506164	r	https://bgupsych.eu.qualtrics.com/jfe/previewForm/SV_bwlSkOiKqiscpYp?Q_SurveyVersionID=current&Q_CHL=preview&Q_MobilePreview=1	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10506174	-1	pinus.ybalab.sc.b1	03May2018 19:14:31	null	03May2018 19:14:31	NULL 	10506168	r	https://bgupsych.eu.qualtrics.com/jfe/previewForm/SV_8ollTzo1PpZu1vv?Q_SurveyVersionID=current&Q_CHL=preview&Q_MobilePreview=1	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10506740	-1	pinus.ybalab.sc.b1	04May2018 06:33:03	null	04May2018 06:33:03	NULL 	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Linux; Android 8.0.0; ONEPLUS A3010 Build/OPR6.170623.013) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.126 Mobile Safari/537.36
10506783	-1	pinus.ybalab.sc.b1	04May2018 08:39:09	C	04May2018 08:12:45	04May2018 08:39:09	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10508518	-1	pinus.ybalab.sc.b1	05May2018 12:19:10	C	05May2018 11:50:44	05May2018 12:19:10	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10509120	-1	pinus.ybalab.sc.b1	06May2018 05:26:56	C	06May2018 05:08:51	06May2018 05:26:56	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10509125	-1	pinus.ybalab.sc.b1	06May2018 06:17:18	C	06May2018 05:56:17	06May2018 06:17:18	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299
10509335	-1	pinus.ybalab.sc.b1	06May2018 15:04:07	C	06May2018 14:39:23	06May2018 15:04:07	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10510330	-1	pinus.ybalab.sc.b1	07May2018 09:26:52	C	07May2018 09:00:35	07May2018 09:26:52	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10511921	-1	pinus.ybalab.sc.b1	07May2018 17:58:04	C	07May2018 17:34:11	07May2018 17:58:04	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:59.0) Gecko/20100101 Firefox/59.0
10512571	-1	pinus.ybalab.sc.b1	08May2018 04:05:48	C	08May2018 03:39:45	08May2018 04:05:48	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10512598	-1	pinus.ybalab.sc.b1	08May2018 04:38:44	null	08May2018 04:38:44	NULL 	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10512600	-1	pinus.ybalab.sc.b1	08May2018 04:40:57	null	08May2018 04:40:57	NULL 	10512598	r	https://bgupsych.eu.qualtrics.com/jfe/previewForm/SV_bwlSkOiKqiscpYp?Q_SurveyVersionID=current&Q_CHL=preview&Q_MobilePreview=1	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10514998	-1	pinus.ybalab.sc.b1	09May2018 04:05:34	C	09May2018 03:44:46	09May2018 04:05:34	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10519322	-1	pinus.ybalab.sc.b1	11May2018 08:07:51	C	11May2018 07:49:13	11May2018 08:07:51	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10519884	-1	pinus.ybalab.sc.b1	11May2018 12:27:14	null	11May2018 12:27:14	NULL 	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Linux; Android 7.0; LG-H850 Build/NRD90U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36
10520966	-1	pinus.ybalab.sc.b1	12May2018 03:37:36	C	12May2018 02:21:52	12May2018 03:37:36	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10521278	-1	pinus.ybalab.sc.b1	12May2018 13:53:49	C	12May2018 13:17:43	12May2018 13:53:49	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10521316	-1	pinus.ybalab.sc.b1	12May2018 14:31:38	null	12May2018 14:31:38	NULL 	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10521339	-1	pinus.ybalab.sc.b1	12May2018 15:07:36	C	12May2018 14:51:18	12May2018 15:07:36	10521316	r	https://bgupsych.eu.qualtrics.com/jfe/form/SV_8ollTzo1PpZu1vv	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10521843	-1	pinus.ybalab.sc.b1	13May2018 02:36:46	C	13May2018 02:18:48	13May2018 02:36:46	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10521888	-1	pinus.ybalab.sc.b1	13May2018 04:15:43	C	13May2018 03:53:58	13May2018 04:15:43	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299
10522210	-1	pinus.ybalab.sc.b1	13May2018 14:30:28	C	13May2018 14:11:14	13May2018 14:30:28	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10522442	-1	pinus.ybalab.sc.b1	13May2018 18:22:03	null	13May2018 18:22:03	NULL 	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Linux; Android 7.0; SM-G930F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.126 Mobile Safari/537.36
10523060	-1	pinus.ybalab.sc.b1	14May2018 05:58:00	C	14May2018 05:27:43	14May2018 05:58:00	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:59.0) Gecko/20100101 Firefox/59.0
10523187	-1	pinus.ybalab.sc.b1	14May2018 07:51:29	C	14May2018 07:29:20	14May2018 07:51:29	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10525171	-1	pinus.ybalab.sc.b1	15May2018 03:13:22	C	15May2018 02:51:02	15May2018 03:13:22	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.36
10525262	-1	pinus.ybalab.sc.b1	15May2018 06:26:49	C	15May2018 06:08:27	15May2018 06:26:49	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.36
10525280	-1	pinus.ybalab.sc.b1	15May2018 07:00:35	C	15May2018 06:31:30	15May2018 07:00:35	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10525339	-1	pinus.ybalab.sc.b1	15May2018 08:00:02	C	15May2018 07:31:23	15May2018 08:00:02	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.36
10525343	-1	pinus.ybalab.sc.b1	15May2018 07:55:08	C	15May2018 07:34:47	15May2018 07:55:08	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10525378	-1	pinus.ybalab.sc.b1	15May2018 08:40:33	C	15May2018 08:21:04	15May2018 08:40:33	10525339	r	https://bgupsych.eu.qualtrics.com/jfe/form/SV_4VAEAQKp2mndd8V	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.36
10525401	-1	pinus.ybalab.sc.b1	15May2018 09:10:38	C	15May2018 08:47:11	15May2018 09:10:38	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10527180	-1	pinus.ybalab.sc.b1	16May2018 03:35:17	C	16May2018 03:20:21	16May2018 03:35:17	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
10527198	-1	pinus.ybalab.sc.b1	16May2018 04:26:08	C	16May2018 04:01:52	16May2018 04:26:08	10527180	r	https://bgupsych.eu.qualtrics.com/jfe/form/SV_1IfoW1NB2DUioOp	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
10527214	-1	pinus.ybalab.sc.b1	16May2018 04:42:22	C	16May2018 04:23:02	16May2018 04:42:22	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10527233	-1	pinus.ybalab.sc.b1	16May2018 05:41:22	C	16May2018 05:23:45	16May2018 05:41:22	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10527243	-1	pinus.ybalab.sc.b1	16May2018 06:12:17	C	16May2018 05:40:26	16May2018 06:12:17	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
10527280	-1	pinus.ybalab.sc.b1	16May2018 07:01:57	C	16May2018 06:26:45	16May2018 07:01:57	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10527317	-1	pinus.ybalab.sc.b1	16May2018 07:42:48	C	16May2018 07:21:16	16May2018 07:42:48	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
10529781	-1	pinus.ybalab.sc.b1	17May2018 04:46:52	C	17May2018 04:19:46	17May2018 04:46:52	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
10529828	-1	pinus.ybalab.sc.b1	17May2018 05:20:00	C	17May2018 04:58:13	17May2018 05:20:00	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10529860	-1	pinus.ybalab.sc.b1	17May2018 05:43:18	C	17May2018 05:23:24	17May2018 05:43:18	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
10533996	-1	pinus.ybalab.sc.b1	19May2018 13:49:20	null	19May2018 13:49:20	NULL 	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Linux; Android 7.0; SM-G930F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36
10534095	-1	pinus.ybalab.sc.b1	19May2018 16:17:31	C	19May2018 15:52:04	19May2018 16:17:31	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299
10534538	-1	pinus.ybalab.sc.b1	20May2018 05:44:34	null	20May2018 05:44:34	NULL 	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Linux; Android 7.1.1; SAMSUNG SM-A530F Build/NMF26X) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/6.4 Chrome/56.0.2924.87 Mobile Safari/537.36
10538295	-1	pinus.ybalab.sc.b1	22May2018 06:04:32	C	22May2018 05:46:06	22May2018 06:04:32	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
10538314	-1	pinus.ybalab.sc.b1	22May2018 06:20:17	C	22May2018 06:02:39	22May2018 06:20:17	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36
10538345	-1	pinus.ybalab.sc.b1	22May2018 07:03:35	C	22May2018 06:39:54	22May2018 07:03:35	10538295	r	https://bgupsych.eu.qualtrics.com/jfe/form/SV_1IfoW1NB2DUioOp	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
10538354	-1	pinus.ybalab.sc.b1	22May2018 07:05:55	C	22May2018 06:48:46	22May2018 07:05:55	10538314	r	https://bgupsych.eu.qualtrics.com/jfe/form/SV_1IfoW1NB2DUioOp	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
10538381	-1	pinus.ybalab.sc.b1	22May2018 07:33:32	C	22May2018 07:10:32	22May2018 07:33:32	10538354	r	https://bgupsych.eu.qualtrics.com/jfe/form/SV_1IfoW1NB2DUioOp	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
10538383	-1	pinus.ybalab.sc.b1	22May2018 07:30:55	C	22May2018 07:11:20	22May2018 07:30:55	10538345	r	https://bgupsych.eu.qualtrics.com/jfe/form/SV_1IfoW1NB2DUioOp	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
10540368	-1	pinus.ybalab.sc.b1	23May2018 04:21:58	C	23May2018 04:06:15	23May2018 04:21:58	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
10540370	-1	pinus.ybalab.sc.b1	23May2018 04:24:17	C	23May2018 04:08:33	23May2018 04:24:17	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
10540396	-1	pinus.ybalab.sc.b1	23May2018 04:54:15	C	23May2018 04:35:54	23May2018 04:54:15	10540368	r	https://bgupsych.eu.qualtrics.com/jfe/form/SV_1IfoW1NB2DUioOp	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
10540400	-1	pinus.ybalab.sc.b1	23May2018 05:04:54	C	23May2018 04:40:34	23May2018 05:04:54	10540370	r	https://bgupsych.eu.qualtrics.com/jfe/form/SV_1IfoW1NB2DUioOp	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
10540470	-1	pinus.ybalab.sc.b1	23May2018 06:39:28	C	23May2018 06:18:46	23May2018 06:39:28	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
10540477	-1	pinus.ybalab.sc.b1	23May2018 07:00:39	C	23May2018 06:31:59	23May2018 07:00:39	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
10540510	-1	pinus.ybalab.sc.b1	23May2018 07:36:34	C	23May2018 07:12:36	23May2018 07:36:34	10540470	r	https://bgupsych.eu.qualtrics.com/jfe/form/SV_1IfoW1NB2DUioOp	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
10540524	-1	pinus.ybalab.sc.b1	23May2018 07:52:25	C	23May2018 07:26:14	23May2018 07:52:25	0	null	null	/user/pinus/sc.b1//sc.b1.expt.xml	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36
